Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
47014	Yorkton--Melville	Yorkton--Melville	New Democratic Party	Nouveau Parti démocratique	Ottenbreit	Douglas		(306) 728-4449	03-Apr-2011	04:29:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Green Party of Canada	Le Parti Vert du Canada	Asterisk	Jule		(780) 805-1709	09-Apr-2011	05:30:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Conservative Party of Canada	Parti conservateur du Canada	Jean	Brian			04-Apr-2011	02:09:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	New Democratic Party	Nouveau Parti démocratique	Wilting	Berend		(780) 650-2047	04-Apr-2011	03:59:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Liberal Party of Canada	Parti libéral du Canada	Young	Karen		(780) 623-1758	08-Apr-2011	01:15:00
48002	Calgary East	Calgary-Est	New Democratic Party	Nouveau Parti démocratique	Brown	Al		(403) 880-4972	02-Apr-2011	05:15:00
48002	Calgary East	Calgary-Est	Communist Party of Canada	Parti communiste du Canada	Devine	Jason		(403) 248-6489	11-Apr-2011	02:49:00
48002	Calgary East	Calgary-Est	Green Party of Canada	Le Parti Vert du Canada	Milton	Scott W.		(403) 481-6937	07-Apr-2011	06:35:00
48002	Calgary East	Calgary-Est	Conservative Party of Canada	Parti conservateur du Canada	Obhrai	Deepak		(403) 207-7100	03-Apr-2011	02:30:00
48002	Calgary East	Calgary-Est	Liberal Party of Canada	Parti libéral du Canada	Petrunic	Josipa		(403) 719-6253	02-Apr-2011	04:46:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Askin	Peggy		(403) 923-7054	05-Apr-2011	05:55:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Green Party of Canada	Le Parti Vert du Canada	MacIntosh	Heather		(403) 921-9002	31-Mar-2011	07:45:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Liberal Party of Canada	Parti libéral du Canada	Randall	Stephen James		(403) 457-0225	01-Apr-2011	04:45:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Conservative Party of Canada	Parti conservateur du Canada	Rempel	Michelle		(403) 800-4492	05-Apr-2011	08:45:00
48003	Calgary Centre-North	Calgary-Centre-Nord	New Democratic Party	Nouveau Parti démocratique	Vargis	Paul		(587) 700-5395	05-Apr-2011	08:35:00
48004	Calgary Northeast	Calgary-Nord-Est	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Blanchard	Daniel		(403) 923-7054	06-Apr-2011	08:30:00
48004	Calgary Northeast	Calgary-Nord-Est	Green Party of Canada	Le Parti Vert du Canada	Brown-Eckersley	Sheila		(403) 244-2223	06-Apr-2011	02:05:00
48004	Calgary Northeast	Calgary-Nord-Est	Conservative Party of Canada	Parti conservateur du Canada	Shory	Devinder			03-Apr-2011	02:05:00
48004	Calgary Northeast	Calgary-Nord-Est	New Democratic Party	Nouveau Parti démocratique	Singh	Colette		(403) 319-2873	05-Apr-2011	08:43:00
48004	Calgary Northeast	Calgary-Nord-Est	Liberal Party of Canada	Parti libéral du Canada	Stewart	Cam		(403) 807-9200	07-Apr-2011	02:15:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Conservative Party of Canada	Parti conservateur du Canada	Ablonczy	Diane		(403) 537-2615	06-Apr-2011	12:24:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	New Democratic Party	Nouveau Parti démocratique	Anderson	Collin		(403) 239-7510	04-Apr-2011	07:31:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Green Party of Canada	Le Parti Vert du Canada	Hajj	Tony		(403) 862-7797	06-Apr-2011	04:34:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Liberal Party of Canada	Parti libéral du Canada	McLeod	Margaret		(403) 922-2319	03-Apr-2011	12:49:00
48006	Calgary Centre	Calgary-Centre	Green Party of Canada	Le Parti Vert du Canada	Hamilton	William		(403) 984-4111	05-Apr-2011	09:13:00
48006	Calgary Centre	Calgary-Centre	New Democratic Party	Nouveau Parti démocratique	Montgomery	Donna Marlis		(403) 219-8183	06-Apr-2011	04:00:00
48006	Calgary Centre	Calgary-Centre	Liberal Party of Canada	Parti libéral du Canada	Pollock	Jennifer		(403) 701-7313	05-Apr-2011	09:25:00
48006	Calgary Centre	Calgary-Centre	Conservative Party of Canada	Parti conservateur du Canada	Richardson	Lee		(403) 209-8683	05-Apr-2011	10:30:00
48007	Calgary Southeast	Calgary-Sud-Est	Western Block Party	Western Block Party	Fromm	Paul		(403) 542-8426	09-Apr-2011	10:30:00
48007	Calgary Southeast	Calgary-Sud-Est	Independent	Indépendant	Grochowski	Antoni			09-Apr-2011	04:30:00
48007	Calgary Southeast	Calgary-Sud-Est	Conservative Party of Canada	Parti conservateur du Canada	Kenney	Jason		(403) 457-0775	03-Apr-2011	02:50:00
48007	Calgary Southeast	Calgary-Sud-Est	Liberal Party of Canada	Parti libéral du Canada	MacPhee	Brian N.			06-Apr-2011	06:00:00
48007	Calgary Southeast	Calgary-Sud-Est	New Democratic Party	Nouveau Parti démocratique	Oates	Kirk		(403) 975-7378	31-Mar-2011	06:00:00
48007	Calgary Southeast	Calgary-Sud-Est	Green Party of Canada	Le Parti Vert du Canada	Spencer	Brett			31-Mar-2011	06:30:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Christie	Kelly		(403) 457-2723	10-Apr-2011	02:52:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Harper	Stephen J		(403) 266-4451	02-Apr-2011	11:30:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Independent	Indépendant	Heather	Larry R.		(403) 253-0676	09-Apr-2011	10:20:00
48008	Calgary Southwest	Calgary-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Heffernan	Holly		(403) 301-4995	31-Mar-2011	09:00:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Lamontagne	Marlene		(403) 850-1853	05-Apr-2011	02:45:00
48009	Calgary West	Calgary-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Anders	Robert			01-Apr-2011	12:45:00
48009	Calgary West	Calgary-Ouest	Liberal Party of Canada	Parti libéral du Canada	Kinch	Janice		(403) 247-0001	06-Apr-2011	05:00:00
48009	Calgary West	Calgary-Ouest	New Democratic Party	Nouveau Parti démocratique	Knowles	Shawna			04-Apr-2011	07:15:00
48009	Calgary West	Calgary-Ouest	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Vachon	André		(403) 923-7054	05-Apr-2011	10:10:00
48009	Calgary West	Calgary-Ouest	Green Party of Canada	Le Parti Vert du Canada	Wagner	Anna Lisa			05-Apr-2011	10:00:00
48010	Crowfoot	Crowfoot	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Groenendijk	Gerard			08-Apr-2011	11:20:00
48010	Crowfoot	Crowfoot	Liberal Party of Canada	Parti libéral du Canada	Harb	Omar		(403) 473-4272	11-Apr-2011	11:11:00
48010	Crowfoot	Crowfoot	New Democratic Party	Nouveau Parti démocratique	Parker	Ellen		(780) 679-4755	01-Apr-2011	04:00:00
48010	Crowfoot	Crowfoot	Green Party of Canada	Le Parti Vert du Canada	Schellenberg	Konrad		(780) 608-8768	11-Apr-2011	02:16:00
48010	Crowfoot	Crowfoot	Conservative Party of Canada	Parti conservateur du Canada	Sorenson	Kevin A		(855) 672-9330	04-Apr-2011	06:28:00
48010	Crowfoot	Crowfoot	Independent	Indépendant	Turner	John C.		(403) 823-7851	02-Apr-2011	01:30:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	New Democratic Party	Nouveau Parti démocratique	Bailey	Nadine		(780) 490-0849	05-Apr-2011	04:02:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Green Party of Canada	Le Parti Vert du Canada	Baxter	Christa			08-Apr-2011	07:03:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Liberal Party of Canada	Parti libéral du Canada	Butler	Mike			07-Apr-2011	01:10:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Conservative Party of Canada	Parti conservateur du Canada	Lake	Mike		(780) 466-0195	01-Apr-2011	07:40:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Communist Party of Canada	Parti communiste du Canada	Rankin	Naomi		(780) 465-7893	10-Apr-2011	01:00:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Pirate Party of Canada	Parti Pirate du Canada	Schaffrick	Brent		(780) 974-9410	07-Apr-2011	11:00:00
48012	Edmonton Centre	Edmonton-Centre	New Democratic Party	Nouveau Parti démocratique	Cardinal	Lewis		(780) 455-5070	04-Apr-2011	02:25:00
48012	Edmonton Centre	Edmonton-Centre	Conservative Party of Canada	Parti conservateur du Canada	Hawn	Laurie		(780) 442-1800	02-Apr-2011	05:15:00
48012	Edmonton Centre	Edmonton-Centre	Liberal Party of Canada	Parti libéral du Canada	MacDonald	Mary		(780) 454-6279	06-Apr-2011	07:00:00
48012	Edmonton Centre	Edmonton-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Morton	Peggy		(780) 484-2961	05-Apr-2011	11:30:00
48012	Edmonton Centre	Edmonton-Centre	Green Party of Canada	Le Parti Vert du Canada	Parker	David James			04-Apr-2011	03:19:00
48012	Edmonton Centre	Edmonton-Centre	Pirate Party of Canada	Parti Pirate du Canada	Paulson	Mikkel		(780) 668-3958	09-Apr-2011	11:35:00
48013	Edmonton East	Edmonton-Est	Green Party of Canada	Le Parti Vert du Canada	Capnerhurst	Trey		(780) 477-2540	07-Apr-2011	07:16:00
48013	Edmonton East	Edmonton-Est	Conservative Party of Canada	Parti conservateur du Canada	Goldring	Peter		(780) 477-7245	07-Apr-2011	08:00:00
48013	Edmonton East	Edmonton-Est	New Democratic Party	Nouveau Parti démocratique	Martin	Ray		(780) 809-2999	31-Mar-2011	08:10:00
48013	Edmonton East	Edmonton-Est	Liberal Party of Canada	Parti libéral du Canada	Ruda	Shafik		(780) 604-9600	04-Apr-2011	03:30:00
48014	Edmonton--Leduc	Edmonton--Leduc	Liberal Party of Canada	Parti libéral du Canada	Fahlman	Richard		(780) 436-0430	08-Apr-2011	07:55:00
48014	Edmonton--Leduc	Edmonton--Leduc	Green Party of Canada	Le Parti Vert du Canada	Kennedy	Valerie		(780) 217-4111	04-Apr-2011	01:00:00
48014	Edmonton--Leduc	Edmonton--Leduc	New Democratic Party	Nouveau Parti démocratique	Medvedev	Artem		(780) 421-4821	01-Apr-2011	06:35:00
48014	Edmonton--Leduc	Edmonton--Leduc	Conservative Party of Canada	Parti conservateur du Canada	Rajotte	James		(780) 822-2240	05-Apr-2011	05:15:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Green Party of Canada	Le Parti Vert du Canada	Johnston	Peter			07-Apr-2011	08:33:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	New Democratic Party	Nouveau Parti démocratique	LaBelle	Brian			01-Apr-2011	04:26:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Conservative Party of Canada	Parti conservateur du Canada	Rathgeber	Brent		(780) 459-2330	04-Apr-2011	01:06:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Liberal Party of Canada	Parti libéral du Canada	Taron	Kevin		(780) 721-6026	08-Apr-2011	09:41:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Independent	Indépendant	Ford	James		(780) 416-8699	02-Apr-2011	02:15:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	New Democratic Party	Nouveau Parti démocratique	Scott	Mike		(780) 952-3046	05-Apr-2011	11:45:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Western Block Party	Western Block Party	St. Laurent	Paul		(780) 722-3321	08-Apr-2011	12:45:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Liberal Party of Canada	Parti libéral du Canada	Szostak	Rick		(780) 293-4350	03-Apr-2011	03:30:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Conservative Party of Canada	Parti conservateur du Canada	Uppal	Tim		(780) 640-1062	04-Apr-2011	12:30:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Green Party of Canada	Le Parti Vert du Canada	Vallee	Chris			11-Apr-2011	04:00:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Conservative Party of Canada	Parti conservateur du Canada	Ambrose	Rona			30-Mar-2011	12:29:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Liberal Party of Canada	Parti libéral du Canada	Austin	Chris			06-Apr-2011	10:06:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	New Democratic Party	Nouveau Parti démocratique	Chaulk-Stokes	Catherine		(780) 650-2047	04-Apr-2011	04:07:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Green Party of Canada	Le Parti Vert du Canada	Lund	Joshua			10-Apr-2011	03:30:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	New Democratic Party	Nouveau Parti démocratique	Duncan	Linda		(780) 756-6595	05-Apr-2011	11:25:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Green Party of Canada	Le Parti Vert du Canada	Fehr	Andrew			06-Apr-2011	03:45:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Conservative Party of Canada	Parti conservateur du Canada	Hastman	Ryan		(780) 433-0691	05-Apr-2011	10:45:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Hunter	Kevan		(780) 484-2961	05-Apr-2011	12:25:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Independent	Indépendant	Murphy	Kyle		(780) 235-7541	06-Apr-2011	12:30:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Liberal Party of Canada	Parti libéral du Canada	Sinclair	Matthew		(780) 200-2110	06-Apr-2011	07:25:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Independent	Indépendant	White	Christopher		(780) 436-8189	07-Apr-2011	02:10:00
48019	Lethbridge	Lethbridge	Green Party of Canada	Le Parti Vert du Canada	Bartlett	Cailin			11-Apr-2011	06:25:00
48019	Lethbridge	Lethbridge	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Capp	Geoffrey		(403) 393-4965	06-Apr-2011	03:05:00
48019	Lethbridge	Lethbridge	Liberal Party of Canada	Parti libéral du Canada	Cormican	Michael		(403) 942-6122	05-Apr-2011	06:30:00
48019	Lethbridge	Lethbridge	Conservative Party of Canada	Parti conservateur du Canada	Hillyer	Jim		(403) 380-2411	05-Apr-2011	04:00:00
48019	Lethbridge	Lethbridge	New Democratic Party	Nouveau Parti démocratique	Sandilands	Mark		(403) 328-5732	04-Apr-2011	02:30:00
48020	Macleod	Macleod	Progressive Canadian Party	Parti Progressiste Canadien	Carrigan	Brad		(587) 777-8030	11-Apr-2011	12:54:00
48020	Macleod	Macleod	New Democratic Party	Nouveau Parti démocratique	Giles	Janine		(403) 678-7454	04-Apr-2011	06:55:00
48020	Macleod	Macleod	Liberal Party of Canada	Parti libéral du Canada	Hankel	Nicole		(403) 797-9330	09-Apr-2011	06:00:00
48020	Macleod	Macleod	Conservative Party of Canada	Parti conservateur du Canada	Menzies	Ted		(403) 652-5267	05-Apr-2011	02:08:00
48020	Macleod	Macleod	Green Party of Canada	Le Parti Vert du Canada	Nagy	Attila		(403) 254-5737	08-Apr-2011	05:28:00
48020	Macleod	Macleod	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Slingerland	Marc			02-Apr-2011	04:15:00
48021	Medicine Hat	Medicine Hat	Liberal Party of Canada	Parti libéral du Canada	Boucher	Norm			02-Apr-2011	01:52:00
48021	Medicine Hat	Medicine Hat	Green Party of Canada	Le Parti Vert du Canada	Murray	Graham		(403) 487-2173	04-Apr-2011	04:02:00
48021	Medicine Hat	Medicine Hat	Conservative Party of Canada	Parti conservateur du Canada	Payne	LaVar		(403) 487-5183	05-Apr-2011	09:57:00
48021	Medicine Hat	Medicine Hat	New Democratic Party	Nouveau Parti démocratique	Perrier	Dennis		(403) 487-5163	06-Apr-2011	01:11:00
48021	Medicine Hat	Medicine Hat	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	VandeStroet	Frans			06-Apr-2011	10:16:00
48022	Peace River	Peace River	Rhinoceros Party	Parti Rhinocéros	Eckstrom	Donovan		(780) 832-6250	12-Apr-2011	03:10:00
48022	Peace River	Peace River	Liberal Party of Canada	Parti libéral du Canada	Ganton	Corina		(780) 424-1984	11-Apr-2011	12:00:00
48022	Peace River	Peace River	Green Party of Canada	Le Parti Vert du Canada	Kamieniecki	Wayne John		(780) 836-2000	08-Apr-2011	01:30:00
48022	Peace River	Peace River	Independent	Indépendant	Toews	Russ		(780) 567-3042	06-Apr-2011	04:40:00
48022	Peace River	Peace River	New Democratic Party	Nouveau Parti démocratique	Villebrun	Jennifer		0	05-Apr-2011	12:15:00
48022	Peace River	Peace River	Conservative Party of Canada	Parti conservateur du Canada	Warkentin	Chris		(780) 539-1582	01-Apr-2011	04:25:00
48023	Red Deer	Red Deer	Conservative Party of Canada	Parti conservateur du Canada	Dreeshen	Earl		(403) 342-6011	05-Apr-2011	02:15:00
48023	Red Deer	Red Deer	Liberal Party of Canada	Parti libéral du Canada	Lineker	Andrew		(403) 343-2130	11-Apr-2011	09:15:00
48023	Red Deer	Red Deer	Green Party of Canada	Le Parti Vert du Canada	Sisson	Mason Connor	Woodruff	(403) 307-2704	11-Apr-2011	12:35:00
48023	Red Deer	Red Deer	New Democratic Party	Nouveau Parti démocratique	Somerville	Stuart			01-Apr-2011	07:30:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Conservative Party of Canada	Parti conservateur du Canada	Benoit	Leon		(780) 872-7424	06-Apr-2011	12:13:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Green Party of Canada	Le Parti Vert du Canada	Munsey	William		(780) 297-3811	09-Apr-2011	04:26:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Sokalski	Matthew			07-Apr-2011	12:35:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	New Democratic Party	Nouveau Parti démocratique	Stone	Ray A		(780) 853-1152	05-Apr-2011	02:30:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Liberal Party of Canada	Parti libéral du Canada	Williams	Ron		(780) 376-3753	09-Apr-2011	01:45:00
48025	Westlock--St. Paul	Westlock--St. Paul	Liberal Party of Canada	Parti libéral du Canada	Fox	Rob		1 888 726-3691	06-Apr-2011	01:30:00
48025	Westlock--St. Paul	Westlock--St. Paul	Green Party of Canada	Le Parti Vert du Canada	Grant	Lisa		(780) 717-0475	06-Apr-2011	12:30:00
48025	Westlock--St. Paul	Westlock--St. Paul	New Democratic Party	Nouveau Parti démocratique	Henderson	Lyndsey Ellen		(780) 650-2047	03-Apr-2011	03:05:00
48025	Westlock--St. Paul	Westlock--St. Paul	Conservative Party of Canada	Parti conservateur du Canada	Storseth	Brian			04-Apr-2011	12:30:00
48026	Wetaskiwin	Wetaskiwin	Liberal Party of Canada	Parti libéral du Canada	Anderson	Christopher		(403) 848-3333	06-Apr-2011	01:00:00
48026	Wetaskiwin	Wetaskiwin	Conservative Party of Canada	Parti conservateur du Canada	Calkins	Blaine		(403) 752-3261	04-Apr-2011	12:00:00
48026	Wetaskiwin	Wetaskiwin	Green Party of Canada	Le Parti Vert du Canada	Johnston	Robert		(403) 402-7830	09-Apr-2011	05:00:00
48026	Wetaskiwin	Wetaskiwin	New Democratic Party	Nouveau Parti démocratique	Robson	Tim		(403) 704-1150	30-Mar-2011	07:30:00
48027	Wild Rose	Wild Rose	New Democratic Party	Nouveau Parti démocratique	Horvath	Jeff		(403) 688-7855	04-Apr-2011	03:25:00
48027	Wild Rose	Wild Rose	Green Party of Canada	Le Parti Vert du Canada	MacDonald	Mike		(403) 763-8625	31-Mar-2011	08:30:00
48027	Wild Rose	Wild Rose	Liberal Party of Canada	Parti libéral du Canada	Reilly	John Douglas		(403) 675-0202	06-Apr-2011	12:20:00
48027	Wild Rose	Wild Rose	Conservative Party of Canada	Parti conservateur du Canada	Richards	Blake		1 877 379-9597	01-Apr-2011	07:30:00
48027	Wild Rose	Wild Rose	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vanden Broek	Randy		(403) 795-7131	08-Apr-2011	11:54:00
48028	Yellowhead	Yellowhead	Canadian Action Party	Parti action canadienne	Brade	Melissa		(780) 800-5425	07-Apr-2011	07:49:00
48028	Yellowhead	Yellowhead	Conservative Party of Canada	Parti conservateur du Canada	Merrifield	Rob			05-Apr-2011	05:20:00
48028	Yellowhead	Yellowhead	Green Party of Canada	Le Parti Vert du Canada	Schaefer	Monika			02-Apr-2011	04:50:00
48028	Yellowhead	Yellowhead	Liberal Party of Canada	Parti libéral du Canada	Siezmagraff	Zack		(780) 802-9467	10-Apr-2011	02:54:00
48028	Yellowhead	Yellowhead	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Strydhorst	Jacob		(780) 674-4269	07-Apr-2011	02:13:00
48028	Yellowhead	Yellowhead	New Democratic Party	Nouveau Parti démocratique	Wells	Mark		(780) 439-8381	02-Apr-2011	05:30:00
59001	Abbotsford	Abbotsford	Green Party of Canada	Le Parti Vert du Canada	Bryce	Daniel		(604) 613-4221	04-Apr-2011	09:00:00
59001	Abbotsford	Abbotsford	Conservative Party of Canada	Parti conservateur du Canada	Fast	Ed		(604) 832-0329	31-Mar-2011	08:16:00
59001	Abbotsford	Abbotsford	Liberal Party of Canada	Parti libéral du Canada	Hardin	Madeleine		(604) 850-0063	04-Apr-2011	09:00:00
59001	Abbotsford	Abbotsford	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	MacKay	David			11-Apr-2011	01:55:00
59001	Abbotsford	Abbotsford	New Democratic Party	Nouveau Parti démocratique	Murray	David Alan		(604) 850-2044	01-Apr-2011	04:00:00
59002	Burnaby--Douglas	Burnaby--Douglas	Libertarian Party of Canada	Parti Libertarien du Canada	Dahlby	Lewis Clarke		(604) 833-0095	11-Apr-2011	11:20:00
59002	Burnaby--Douglas	Burnaby--Douglas	Communist Party of Canada	Parti communiste du Canada	Gidora	George		(604) 254-9836	08-Apr-2011	07:50:00
59002	Burnaby--Douglas	Burnaby--Douglas	Conservative Party of Canada	Parti conservateur du Canada	Leung	Ronald		(604) 420-4131	01-Apr-2011	10:55:00
59002	Burnaby--Douglas	Burnaby--Douglas	Liberal Party of Canada	Parti libéral du Canada	Low	Ken		(604) 249-7392	09-Apr-2011	02:55:00
59002	Burnaby--Douglas	Burnaby--Douglas	Green Party of Canada	Le Parti Vert du Canada	Merlo	Adrianne		(604) 689-9233	08-Apr-2011	08:20:00
59002	Burnaby--Douglas	Burnaby--Douglas	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sproule	Brian		(778) 772-8550	07-Apr-2011	08:16:00
59002	Burnaby--Douglas	Burnaby--Douglas	New Democratic Party	Nouveau Parti démocratique	Stewart	Kennedy		(604) 299-8767	02-Apr-2011	02:35:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Liberal Party of Canada	Parti libéral du Canada	Evans	Garth		(604) 568-7656	07-Apr-2011	04:10:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Conservative Party of Canada	Parti conservateur du Canada	Forseth	Paul			31-Mar-2011	05:55:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	New Democratic Party	Nouveau Parti démocratique	Julian	Peter		(778) 397-0036	04-Apr-2011	09:05:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Green Party of Canada	Le Parti Vert du Canada	McLaren	Carrie		(604) 626-6086	09-Apr-2011	06:05:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Libertarian Party of Canada	Parti Libertarien du Canada	Pierce	Tyler		(604) 250-8142	10-Apr-2011	03:45:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Theriault	Joseph			07-Apr-2011	06:50:00
59004	Cariboo--Prince George	Cariboo--Prince George	Conservative Party of Canada	Parti conservateur du Canada	Harris	Dick		(250) 561-1968	07-Apr-2011	05:10:00
59004	Cariboo--Prince George	Cariboo--Prince George	Liberal Party of Canada	Parti libéral du Canada	Lalli	Sangeeta			08-Apr-2011	09:40:00
59004	Cariboo--Prince George	Cariboo--Prince George	Green Party of Canada	Le Parti Vert du Canada	Redl	Heidi		(250) 296-3414	02-Apr-2011	02:50:00
59004	Cariboo--Prince George	Cariboo--Prince George	Independent	Indépendant	Ronan	Jon		(250) 612-9780	11-Apr-2011	10:20:00
59004	Cariboo--Prince George	Cariboo--Prince George	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Thiessen	Henry			04-Apr-2011	02:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Rhinoceros Party	Parti Rhinocéros	Turner	Jordan		(250) 596-8996	06-Apr-2011	07:50:00
59004	Cariboo--Prince George	Cariboo--Prince George	New Democratic Party	Nouveau Parti démocratique	Van Barneveld	Jon		(250) 596-9300	06-Apr-2011	04:30:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Western Block Party	Western Block Party	Edwards	Clive		(604) 250-7910	11-Apr-2011	03:35:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Green Party of Canada	Le Parti Vert du Canada	Hoskins	Jamie		(604) 799-1867	02-Apr-2011	03:25:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Liberal Party of Canada	Parti libéral du Canada	Janzen	Diane		(604) 793-9337	08-Apr-2011	02:00:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	O'Donnell	Dorothy-Jean		(604) 825-0655	11-Apr-2011	04:10:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	New Democratic Party	Nouveau Parti démocratique	O'Mahony	Gwen		(604) 392-0890	03-Apr-2011	03:00:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Conservative Party of Canada	Parti conservateur du Canada	Strahl	Mark		(855) 868-3272	02-Apr-2011	10:20:00
59006	Delta--Richmond East	Delta--Richmond-Est	Liberal Party of Canada	Parti libéral du Canada	Beesley	Alan		(604) 218-7035	08-Apr-2011	06:31:00
59006	Delta--Richmond East	Delta--Richmond-Est	Conservative Party of Canada	Parti conservateur du Canada	Findlay	Kerry-Lynne		(604) 722-7511	02-Apr-2011	04:30:00
59006	Delta--Richmond East	Delta--Richmond-Est	Green Party of Canada	Le Parti Vert du Canada	Laird	Duane		(604) 603-6426	08-Apr-2011	03:30:00
59006	Delta--Richmond East	Delta--Richmond-Est	Libertarian Party of Canada	Parti Libertarien du Canada	Monds	Jeff			11-Apr-2011	01:35:00
