Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Conservative Party of Canada	Parti conservateur du Canada	Scheer	Andrew		(306) 586-2707	14-Sep-2008	02:00:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Green Party of Canada	Le Parti Vert du Canada	Ducasse	Jean-Pierre		(306) 979-0248	20-Sep-2008	09:37:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Liberal Party of Canada	Parti libéral du Canada	Parhar	Karen		(306) 979-7646	18-Sep-2008	11:03:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	New Democratic Party	Nouveau Parti démocratique	Ruston	Scott		(306) 651-2929	15-Sep-2008	11:51:00
47009	Saskatoon--Humboldt	Saskatoon--Humboldt	Conservative Party of Canada	Parti conservateur du Canada	Trost	Brad		(306) 934-6133	12-Sep-2008	11:14:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Independent	Indépendant	Barsky	Rick		(306) 229-6030	20-Sep-2008	03:05:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Conservative Party of Canada	Parti conservateur du Canada	Block	Kelly		(306) 652-6080	11-Sep-2008	08:40:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Liberal Party of Canada	Parti libéral du Canada	Bluehorn	Roy		(306) 262-5292	22-Sep-2008	02:45:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Bourassa	Marcel Leon		(306) 343-0965	19-Sep-2008	08:00:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Green Party of Canada	Le Parti Vert du Canada	Jones	Amber		(306) 979-0248	12-Sep-2008	08:00:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	Libertarian Party of Canada	Parti Libertarien du Canada	Stricker	Kevin			17-Sep-2008	08:30:00
47010	Saskatoon--Rosetown--Biggar	Saskatoon--Rosetown--Biggar	New Democratic Party	Nouveau Parti démocratique	Wiebe	Nettie		(306) 975-1055	13-Sep-2008	03:20:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	New Democratic Party	Nouveau Parti démocratique	Davidson	Clint		(306) 651-5070	17-Sep-2008	03:30:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Green Party of Canada	Le Parti Vert du Canada	Smith	Tobi-Dawne		(306) 979-0248	20-Sep-2008	11:00:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Conservative Party of Canada	Parti conservateur du Canada	Vellacott	Maurice		(306) 956-7330	17-Sep-2008	10:10:00
47011	Saskatoon--Wanuskewin	Saskatoon--Wanuskewin	Liberal Party of Canada	Parti libéral du Canada	Zipchen	Patricia		(306) 979-9477	17-Sep-2008	10:45:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	Liberal Party of Canada	Parti libéral du Canada	Belt	Marlin			22-Sep-2008	01:55:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	Green Party of Canada	Le Parti Vert du Canada	Deptuck	Bob		(306) 645-2990	19-Sep-2008	05:45:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	New Democratic Party	Nouveau Parti démocratique	Fletcher	Raquel		(306) 842-5335	17-Sep-2008	03:50:00
47012	Souris--Moose Mountain	Souris--Moose Mountain	Conservative Party of Canada	Parti conservateur du Canada	Komarnicki	Ed		(306) 634-5052	17-Sep-2008	08:00:00
47013	Wascana	Wascana	Liberal Party of Canada	Parti libéral du Canada	Goodale	Ralph		(306) 525-8606	17-Sep-2008	05:45:00
47013	Wascana	Wascana	Conservative Party of Canada	Parti conservateur du Canada	Hunter	Michelle		(306) 205-7801	12-Sep-2008	06:00:00
47013	Wascana	Wascana	New Democratic Party	Nouveau Parti démocratique	Moore	Stephen		(306) 586-8676	12-Sep-2008	07:00:00
47013	Wascana	Wascana	Green Party of Canada	Le Parti Vert du Canada	Wooldridge	George-Richard		(306) 771-4669	17-Sep-2008	04:45:00
47014	Yorkton--Melville	Yorkton--Melville	Green Party of Canada	Le Parti Vert du Canada	Antony	Jen		(306) 979-0248	22-Sep-2008	11:45:00
47014	Yorkton--Melville	Yorkton--Melville	Liberal Party of Canada	Parti libéral du Canada	Bell	Bryan H.		(306) 737-3790	19-Sep-2008	03:14:00
47014	Yorkton--Melville	Yorkton--Melville	Conservative Party of Canada	Parti conservateur du Canada	Breitkreuz	Garry		(306) 783-5551	12-Sep-2008	10:50:00
47014	Yorkton--Melville	Yorkton--Melville	New Democratic Party	Nouveau Parti démocratique	Ottenbreit	Doug		(306) 783-0951	16-Sep-2008	06:10:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Conservative Party of Canada	Parti conservateur du Canada	Jean	Brian		(780) 742-2222	15-Sep-2008	05:20:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	First Peoples National Party of Canada	First Peoples National Party of Canada	Malcolm	John		(780) 792-4085	22-Sep-2008	03:36:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Independent	Indépendant	Reimer	Shawn		(780) 791-6900	22-Sep-2008	06:40:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Green Party of Canada	Le Parti Vert du Canada	Richards	Dylan			22-Sep-2008	01:40:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Strydhorst	Jacob			20-Sep-2008	01:28:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	New Democratic Party	Nouveau Parti démocratique	Voyageur	Mark			20-Sep-2008	03:18:00
48001	Fort McMurray--Athabasca	Fort McMurray--Athabasca	Liberal Party of Canada	Parti libéral du Canada	Webb	John		(780) 790-9744	22-Sep-2008	09:18:00
48002	Calgary East	Calgary-Est	Green Party of Canada	Le Parti Vert du Canada	Coates	Nathan David			14-Sep-2008	03:15:00
48002	Calgary East	Calgary-Est	Communist Party of Canada	Parti communiste du Canada	Devine	Jason			20-Sep-2008	01:15:00
48002	Calgary East	Calgary-Est	Liberal Party of Canada	Parti libéral du Canada	Kennedy	Bernie		(403) 536-1769	20-Sep-2008	06:12:00
48002	Calgary East	Calgary-Est	Conservative Party of Canada	Parti conservateur du Canada	Obhrai	Deepak		(403) 207-3055	15-Sep-2008	01:08:00
48002	Calgary East	Calgary-Est	New Democratic Party	Nouveau Parti démocratique	Vaughan	Ian		(403) 219-8183	22-Sep-2008	09:24:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Askin	Peggy		(403) 283-7054	20-Sep-2008	02:50:00
48003	Calgary Centre-North	Calgary-Centre-Nord	New Democratic Party	Nouveau Parti démocratique	Chan	John		(403) 663-8824	18-Sep-2008	11:30:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Green Party of Canada	Le Parti Vert du Canada	Donovan	Eric		(403) 540-8608	20-Sep-2008	02:55:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Liberal Party of Canada	Parti libéral du Canada	James	Doug		(403) 890-7143	13-Sep-2008	09:20:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Libertarian Party of Canada	Parti Libertarien du Canada	McNeil	Jason E.		(403) 538-7728	21-Sep-2008	03:15:00
48003	Calgary Centre-North	Calgary-Centre-Nord	Conservative Party of Canada	Parti conservateur du Canada	Prentice	Jim		(403) 441-1285	19-Sep-2008	10:45:00
48004	Calgary Northeast	Calgary-Nord-Est	Green Party of Canada	Le Parti Vert du Canada	Ahmad	Abeed Monty		(403) 604-6861	22-Sep-2008	01:34:00
48004	Calgary Northeast	Calgary-Nord-Est	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Blanchard	Daniel		(403) 923-7054	21-Sep-2008	04:00:00
48004	Calgary Northeast	Calgary-Nord-Est	New Democratic Party	Nouveau Parti démocratique	Dey	Vinay		(403) 470-1675	18-Sep-2008	10:15:00
48004	Calgary Northeast	Calgary-Nord-Est	Liberal Party of Canada	Parti libéral du Canada	Kang	Sanam S.		(403) 293-0337	18-Sep-2008	10:00:00
48004	Calgary Northeast	Calgary-Nord-Est	No Affiliation	Aucune appartenance	Richard	Roger		(403) 888-1709	19-Sep-2008	12:13:00
48004	Calgary Northeast	Calgary-Nord-Est	Conservative Party of Canada	Parti conservateur du Canada	Shory	Devinder		(403) 450-3556	13-Sep-2008	12:09:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Conservative Party of Canada	Parti conservateur du Canada	Ablonczy	Diane		(403) 537-2615	19-Sep-2008	04:22:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Green Party of Canada	Le Parti Vert du Canada	Hajj	Tony			20-Sep-2008	01:47:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	Liberal Party of Canada	Parti libéral du Canada	Newman	Anoush		(408) 617-3230	20-Sep-2008	01:49:00
48005	Calgary--Nose Hill	Calgary--Nose Hill	New Democratic Party	Nouveau Parti démocratique	Sundberg	Stephanie		(403) 999-9915	20-Sep-2008	01:48:00
48006	Calgary Centre	Calgary-Centre	Independent	Indépendant	Grochowski	Antony Tony		(403) 277-2222	23-Sep-2008	09:31:00
48006	Calgary Centre	Calgary-Centre	Liberal Party of Canada	Parti libéral du Canada	Kim	Heesung		(403) 541-1052	13-Sep-2008	10:00:00
48006	Calgary Centre	Calgary-Centre	New Democratic Party	Nouveau Parti démocratique	Kinch	Tyler		(403) 389-2940	18-Sep-2008	06:05:00
48006	Calgary Centre	Calgary-Centre	Green Party of Canada	Le Parti Vert du Canada	Odd	Natalie		(403) 668-6606	19-Sep-2008	05:05:00
48006	Calgary Centre	Calgary-Centre	Conservative Party of Canada	Parti conservateur du Canada	Richardson	Lee		(403) 209-8683	21-Sep-2008	12:25:00
48007	Calgary Southeast	Calgary-Sud-Est	Liberal Party of Canada	Parti libéral du Canada	Carroll	Brad		(403) 538-0387	21-Sep-2008	12:00:00
48007	Calgary Southeast	Calgary-Sud-Est	Green Party of Canada	Le Parti Vert du Canada	Chandler	Margaret		(403) 244-2211	19-Sep-2008	12:30:00
48007	Calgary Southeast	Calgary-Sud-Est	Conservative Party of Canada	Parti conservateur du Canada	Kenney	Jason		(403) 457-5370	14-Sep-2008	06:00:00
48007	Calgary Southeast	Calgary-Sud-Est	New Democratic Party	Nouveau Parti démocratique	Willott	Chris		(403) 219-8183	19-Sep-2008	11:00:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Christie	Kelly		(403) 457-2723	20-Sep-2008	01:00:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Harper	Stephen		(403) 266-4451	12-Sep-2008	08:43:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Heather	Larry R.		(403) 253-0676	20-Sep-2008	12:10:00
48008	Calgary Southwest	Calgary-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Heffernan	Holly		(403) 301-4995	19-Sep-2008	01:05:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Lamontagne	Marlene		(403) 538-0367	13-Sep-2008	03:25:00
48008	Calgary Southwest	Calgary-Sud-Ouest	Libertarian Party of Canada	Parti Libertarien du Canada	Young	Dennis		(403) 288-2102	21-Sep-2008	02:40:00
48009	Calgary West	Calgary-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Anders	Rob		(403) 539-6006	13-Sep-2008	02:00:00
48009	Calgary West	Calgary-Ouest	New Democratic Party	Nouveau Parti démocratique	Phelps Bondaroff	Teale			18-Sep-2008	05:50:00
48009	Calgary West	Calgary-Ouest	Liberal Party of Canada	Parti libéral du Canada	Pollock	Jennifer		(403) 457-4735	13-Sep-2008	03:50:00
48009	Calgary West	Calgary-Ouest	Independent	Indépendant	Schmidt	Kirk		(403) 668-6132	12-Sep-2008	03:00:00
48009	Calgary West	Calgary-Ouest	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Vachon	André		(403) 923-7054	21-Sep-2008	12:30:00
48009	Calgary West	Calgary-Ouest	Green Party of Canada	Le Parti Vert du Canada	Weeks	Randy		(403) 685-1761	19-Sep-2008	05:00:00
48010	Crowfoot	Crowfoot	Liberal Party of Canada	Parti libéral du Canada	Howe	Sharon L.		(403) 236-2709	22-Sep-2008	06:15:00
48010	Crowfoot	Crowfoot	Green Party of Canada	Le Parti Vert du Canada	Kettenbach	Kaitlin		(403) 677-2451	22-Sep-2008	06:32:00
48010	Crowfoot	Crowfoot	New Democratic Party	Nouveau Parti démocratique	Parker	Ellen		(780) 679-4755	18-Sep-2008	02:25:00
48010	Crowfoot	Crowfoot	Conservative Party of Canada	Parti conservateur du Canada	Sorenson	Kevin		1 877 813-0777	13-Sep-2008	04:15:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	New Democratic Party	Nouveau Parti démocratique	Butler	Mike		(780) 913-8573	19-Sep-2008	01:10:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Green Party of Canada	Le Parti Vert du Canada	Hrushka	David Allan		(780) 453-8983	21-Sep-2008	01:47:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Conservative Party of Canada	Parti conservateur du Canada	Lake	Mike		(780) 463-5638	12-Sep-2008	03:55:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Communist Party of Canada	Parti communiste du Canada	Rankin	Naomi		(780) 465-7893	21-Sep-2008	03:05:00
48011	Edmonton--Mill Woods--Beaumont	Edmonton--Mill Woods--Beaumont	Liberal Party of Canada	Parti libéral du Canada	Saroya	Indira		(780) 760-1889	19-Sep-2008	05:30:00
48012	Edmonton Centre	Edmonton-Centre	Conservative Party of Canada	Parti conservateur du Canada	Hawn	Laurie		(780) 760-0369	13-Sep-2008	10:40:00
48012	Edmonton Centre	Edmonton-Centre	New Democratic Party	Nouveau Parti démocratique	Martyn	Donna		(780) 488-0047	17-Sep-2008	10:32:00
48012	Edmonton Centre	Edmonton-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Morton	Peggy		(780) 484-2691	19-Sep-2008	06:00:00
48012	Edmonton Centre	Edmonton-Centre	Green Party of Canada	Le Parti Vert du Canada	Parker	David James		(780) 469-1448	17-Sep-2008	05:15:00
48012	Edmonton Centre	Edmonton-Centre	Liberal Party of Canada	Parti libéral du Canada	Wachowich	Jim		(780) 990-1808	15-Sep-2008	04:25:00
48013	Edmonton East	Edmonton-Est	Green Party of Canada	Le Parti Vert du Canada	Capnerhurst	Trey		(780) 477-2540	22-Sep-2008	01:00:00
48013	Edmonton East	Edmonton-Est	Conservative Party of Canada	Parti conservateur du Canada	Goldring	Peter		(780) 478-6565	18-Sep-2008	10:17:00
48013	Edmonton East	Edmonton-Est	Liberal Party of Canada	Parti libéral du Canada	Laskoski	Stephanie		(780) 426-0494	22-Sep-2008	09:30:00
48013	Edmonton East	Edmonton-Est	New Democratic Party	Nouveau Parti démocratique	Martin	Ray			16-Sep-2008	04:30:00
48014	Edmonton--Leduc	Edmonton--Leduc	Green Party of Canada	Le Parti Vert du Canada	Kennedy	Valerie		(780) 436-3156	20-Sep-2008	10:45:00
48014	Edmonton--Leduc	Edmonton--Leduc	Conservative Party of Canada	Parti conservateur du Canada	Rajotte	James		(780) 822-2240	15-Sep-2008	04:30:00
48014	Edmonton--Leduc	Edmonton--Leduc	New Democratic Party	Nouveau Parti démocratique	Razga	Hana			17-Sep-2008	07:45:00
48014	Edmonton--Leduc	Edmonton--Leduc	Liberal Party of Canada	Parti libéral du Canada	Smith	Donna Lynn		(780) 436-2342	19-Sep-2008	12:45:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	New Democratic Party	Nouveau Parti démocratique	Burkhart	Dave			15-Sep-2008	06:10:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Green Party of Canada	Le Parti Vert du Canada	Johnston	Peter		(780) 722-6784	20-Sep-2008	05:06:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Conservative Party of Canada	Parti conservateur du Canada	Rathgeber	Brent		(780) 454-1557	16-Sep-2008	11:56:00
48015	Edmonton--St. Albert	Edmonton--St. Albert	Liberal Party of Canada	Parti libéral du Canada	Sleiman	Sam		(780) 476-3708	16-Sep-2008	07:33:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Green Party of Canada	Le Parti Vert du Canada	Erfani	Nina		(780) 434-9662	18-Sep-2008	05:30:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Independent	Indépendant	Ford	James			16-Sep-2008	04:00:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	New Democratic Party	Nouveau Parti démocratique	LaBelle	Brian		(780) 289-7626	22-Sep-2008	09:20:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Liberal Party of Canada	Parti libéral du Canada	Szostak	Rick			18-Sep-2008	10:30:00
48016	Edmonton--Sherwood Park	Edmonton--Sherwood Park	Conservative Party of Canada	Parti conservateur du Canada	Uppal	Tim		(780) 467-8131	16-Sep-2008	04:00:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Conservative Party of Canada	Parti conservateur du Canada	Ambrose	Rona		(780) 801-0700	17-Sep-2008	02:50:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Liberal Party of Canada	Parti libéral du Canada	Austin	Chris		(780) 948-9090	20-Sep-2008	05:00:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	New Democratic Party	Nouveau Parti démocratique	Phillips	Barb		(780) 700-0263	17-Sep-2008	02:55:00
48017	Edmonton--Spruce Grove	Edmonton--Spruce Grove	Green Party of Canada	Le Parti Vert du Canada	Walker	Wendy		(780) 633-6549	22-Sep-2008	12:03:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	New Democratic Party	Nouveau Parti démocratique	Duncan	Linda		(780) 438-2663	16-Sep-2008	12:20:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Hunter	Kevan		(780) 484-2961	21-Sep-2008	01:25:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Conservative Party of Canada	Parti conservateur du Canada	Jaffer	Rahim		(780) 433-0691	15-Sep-2008	02:50:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Liberal Party of Canada	Parti libéral du Canada	Roy	Claudette		(780) 490-0722	15-Sep-2008	02:10:00
48018	Edmonton--Strathcona	Edmonton--Strathcona	Green Party of Canada	Le Parti Vert du Canada	Thrall	Jane		(780) 469-2327	19-Sep-2008	11:54:00
48019	Lethbridge	Lethbridge	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Capp	Geoffrey			20-Sep-2008	11:20:00
48019	Lethbridge	Lethbridge	Conservative Party of Canada	Parti conservateur du Canada	Casson	Rick		(403) 380-2411	14-Sep-2008	03:30:00
48019	Lethbridge	Lethbridge	Liberal Party of Canada	Parti libéral du Canada	Cormican	Michael Joseph		(403) 524-3839	19-Sep-2008	03:33:00
48019	Lethbridge	Lethbridge	New Democratic Party	Nouveau Parti démocratique	Sandilands	Mark		(403) 328-5732	18-Sep-2008	12:01:00
48019	Lethbridge	Lethbridge	Green Party of Canada	Le Parti Vert du Canada	Swagar	Amanda			22-Sep-2008	03:24:00
48020	Macleod	Macleod	New Democratic Party	Nouveau Parti démocratique	Knowlton	Stan		(403) 646-5643	18-Sep-2008	09:25:00
48020	Macleod	Macleod	Green Party of Canada	Le Parti Vert du Canada	McCollum	Jared		(403) 689-3189	19-Sep-2008	02:47:00
48020	Macleod	Macleod	Conservative Party of Canada	Parti conservateur du Canada	Menzies	Ted		(403) 938-3296	15-Sep-2008	07:00:00
48020	Macleod	Macleod	Liberal Party of Canada	Parti libéral du Canada	Paynter	Isabel			21-Sep-2008	01:37:00
48020	Macleod	Macleod	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Slingerland	Marc			20-Sep-2008	10:04:00
48021	Medicine Hat	Medicine Hat	Liberal Party of Canada	Parti libéral du Canada	Botter	Bev		(403) 527-4866	14-Sep-2008	02:20:00
48021	Medicine Hat	Medicine Hat	Green Party of Canada	Le Parti Vert du Canada	Dodd	Kevin		(403) 528-2925	20-Sep-2008	10:16:00
48021	Medicine Hat	Medicine Hat	Independent	Indépendant	Patrick	David S.			19-Sep-2008	04:30:00
48021	Medicine Hat	Medicine Hat	Conservative Party of Canada	Parti conservateur du Canada	Payne	LaVar		(403) 428-1111	18-Sep-2008	04:00:00
48021	Medicine Hat	Medicine Hat	New Democratic Party	Nouveau Parti démocratique	Regehr	Wally		(403) 528-2061	20-Sep-2008	10:00:00
48021	Medicine Hat	Medicine Hat	Independent	Indépendant	Shock	Dean		(403) 502-9819	20-Sep-2008	02:30:00
48021	Medicine Hat	Medicine Hat	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vandestroet	Frans		(403) 380-7633	20-Sep-2008	12:45:00
48022	Peace River	Peace River	New Democratic Party	Nouveau Parti démocratique	Boucher Rymhs	Adele		(780) 532-0468	20-Sep-2008	11:30:00
48022	Peace River	Peace River	Liberal Party of Canada	Parti libéral du Canada	Maisonneuve	Liliane		(780) 625-1729	22-Sep-2008	07:40:00
48022	Peace River	Peace River	Canadian Action Party	Parti action canadienne	Siggelkow	Edwin		(780) 513-2544	18-Sep-2008	08:15:00
48022	Peace River	Peace River	Libertarian Party of Canada	Parti Libertarien du Canada	Simard	Mélanie		(780) 323-4579	20-Sep-2008	02:20:00
48022	Peace River	Peace River	Green Party of Canada	Le Parti Vert du Canada	Villebrun	Jennifer			18-Sep-2008	05:45:00
48022	Peace River	Peace River	Conservative Party of Canada	Parti conservateur du Canada	Warkentin	Chris		(780) 539-1582	10-Sep-2008	08:30:00
48023	Red Deer	Red Deer	Green Party of Canada	Le Parti Vert du Canada	Bedford	Evan		(403) 346-6474	20-Sep-2008	06:00:00
48023	Red Deer	Red Deer	Conservative Party of Canada	Parti conservateur du Canada	Dreeshen	Earl		(403) 342-6011	18-Sep-2008	01:44:00
48023	Red Deer	Red Deer	Liberal Party of Canada	Parti libéral du Canada	Marks	Garfield		(403) 340-2854	18-Sep-2008	10:00:00
48023	Red Deer	Red Deer	New Democratic Party	Nouveau Parti démocratique	Somerville	Stuart		(403) 741-7746	20-Sep-2008	05:10:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Conservative Party of Canada	Parti conservateur du Canada	Benoit	Leon		(780) 872-7424	13-Sep-2008	08:45:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Liberal Party of Canada	Parti libéral du Canada	Campbell	Adam			21-Sep-2008	03:12:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	Green Party of Canada	Le Parti Vert du Canada	Munsey	William		(780) 941-3812	22-Sep-2008	11:07:00
48024	Vegreville--Wainwright	Vegreville--Wainwright	New Democratic Party	Nouveau Parti démocratique	Stone	Ray			22-Sep-2008	11:23:00
48025	Westlock--St. Paul	Westlock--St. Paul	New Democratic Party	Nouveau Parti démocratique	Drury	Della		(780) 689-6664	20-Sep-2008	04:55:00
48025	Westlock--St. Paul	Westlock--St. Paul	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Hofstede	Sip			15-Sep-2008	08:30:00
48025	Westlock--St. Paul	Westlock--St. Paul	Liberal Party of Canada	Parti libéral du Canada	Houle	Leila		1 866 645-2088	18-Sep-2008	05:40:00
48025	Westlock--St. Paul	Westlock--St. Paul	Green Party of Canada	Le Parti Vert du Canada	Murphy	Aden			20-Sep-2008	01:50:00
48025	Westlock--St. Paul	Westlock--St. Paul	Conservative Party of Canada	Parti conservateur du Canada	Storseth	Brian		(780) 645-2057	16-Sep-2008	07:25:00
48026	Wetaskiwin	Wetaskiwin	Conservative Party of Canada	Parti conservateur du Canada	Calkins	Blaine		(403) 782-1658	16-Sep-2008	02:45:00
48026	Wetaskiwin	Wetaskiwin	Liberal Party of Canada	Parti libéral du Canada	Dillon	Rita Katherine		(780) 387-5930	13-Sep-2008	01:00:00
48026	Wetaskiwin	Wetaskiwin	Canadian Action Party	Parti action canadienne	Mann	Shawn		(403) 843-0039	19-Sep-2008	06:00:00
48026	Wetaskiwin	Wetaskiwin	Green Party of Canada	Le Parti Vert du Canada	Parsons	Les		(780) 691-6912	22-Sep-2008	10:15:00
48026	Wetaskiwin	Wetaskiwin	New Democratic Party	Nouveau Parti démocratique	Robson	Tim			18-Sep-2008	05:30:00
48027	Wild Rose	Wild Rose	Green Party of Canada	Le Parti Vert du Canada	Fox	Lisa		(403) 975-2973	20-Sep-2008	01:30:00
48027	Wild Rose	Wild Rose	New Democratic Party	Nouveau Parti démocratique	Horvath	Jeff		(403) 688-7855	20-Sep-2008	02:30:00
48027	Wild Rose	Wild Rose	Conservative Party of Canada	Parti conservateur du Canada	Richards	Blake		(403) 379-9597	13-Sep-2008	10:05:00
48027	Wild Rose	Wild Rose	Liberal Party of Canada	Parti libéral du Canada	Turcott	Jenn		1 888 220-2448	16-Sep-2008	03:00:00
48027	Wild Rose	Wild Rose	Libertarian Party of Canada	Parti Libertarien du Canada	Zoobkoff	Krista			22-Sep-2008	12:30:00
48028	Yellowhead	Yellowhead	Canadian Action Party	Parti action canadienne	Brade	Melissa		(604) 708-3372	15-Sep-2008	05:15:00
48028	Yellowhead	Yellowhead	Liberal Party of Canada	Parti libéral du Canada	El-Rafih	Mohamed		(403) 293-1068	21-Sep-2008	12:58:00
48028	Yellowhead	Yellowhead	New Democratic Party	Nouveau Parti démocratique	Kuzminski	Ken		(780) 852-8151	18-Sep-2008	05:25:00
48028	Yellowhead	Yellowhead	Conservative Party of Canada	Parti conservateur du Canada	Merrifield	Rob		1 888 706-3164	11-Sep-2008	10:35:00
48028	Yellowhead	Yellowhead	Green Party of Canada	Le Parti Vert du Canada	Schaefer	Monika		(780) 852-4608	14-Sep-2008	06:01:00
48028	Yellowhead	Yellowhead	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Wierenga	John M.		(780) 674-5338	13-Sep-2008	05:08:00
59001	Abbotsford	Abbotsford	Green Party of Canada	Le Parti Vert du Canada	Durant	Karen			14-Sep-2008	02:00:00
59001	Abbotsford	Abbotsford	Conservative Party of Canada	Parti conservateur du Canada	Fast	Ed		(604) 746-3526	15-Sep-2008	06:50:00
59001	Abbotsford	Abbotsford	Marijuana Party	Parti Marijuana	Felger	Tim		(604) 866-1420	22-Sep-2008	12:15:00
59001	Abbotsford	Abbotsford	New Democratic Party	Nouveau Parti démocratique	Rai	Bonnie			17-Sep-2008	08:15:00
59001	Abbotsford	Abbotsford	Liberal Party of Canada	Parti libéral du Canada	Traverse	Lionel Dominique			18-Sep-2008	07:45:00
59002	Burnaby--Douglas	Burnaby--Douglas	Liberal Party of Canada	Parti libéral du Canada	Cunningham	Bill		(604) 298-2455	18-Sep-2008	08:45:00
59002	Burnaby--Douglas	Burnaby--Douglas	Communist Party of Canada	Parti communiste du Canada	Gidora	George		(604) 254-9836	21-Sep-2008	04:59:00
