Electoral District Number / No. de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	Candidate's Initial / Initiale du candidat	Confirmation Date / Date de confirmation
35026	Grey--Bruce--Owen Sound	Grey--Bruce--Owen Sound	Christian Heritage Party	Parti de l'Héritage Chrétien	Taylor	Steven	J.	2/6/04 20:35
35026	Grey--Bruce--Owen Sound	Grey--Bruce--Owen Sound	Conservative	conservateur	Miller	Larry		28/05/2004 13:20:00
35026	Grey--Bruce--Owen Sound	Grey--Bruce--Owen Sound	N.D.P.	N.P.D.	Ostertag	Sebastian		4/6/04 16:15
35027	Guelph	Guelph	Liberal	Libéral	Chamberlain	Brenda		3/6/04 16:00
35027	Guelph	Guelph	Conservative	conservateur	Dearden	Jon		29/05/2004 11:20:00
35027	Guelph	Guelph	Christian Heritage Party	Parti de l'Héritage Chrétien	Ellis	Peter		2/6/04 11:00
35027	Guelph	Guelph	Marijuana Party	Parti Marijuana	Rivard	Lyne		6/6/04 12:05
35027	Guelph	Guelph	Marxist-Leninist	Marxiste-Léniniste	Couto	Manuel		1/6/04 11:30
35027	Guelph	Guelph	Green Party	Parti Vert	Nagy	Mike		1/6/04 11:25
35027	Guelph	Guelph	N.D.P.	N.P.D.	Allt	Phil		30/05/2004 13:20:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Liberal	Libéral	Speller	Bob		5/6/04 9:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	N.D.P.	N.P.D.	Sinkowski	Carrie		3/6/04 20:30
35028	Haldimand--Norfolk	Haldimand--Norfolk	Christian Heritage Party	Parti de l'Héritage Chrétien	Elgersma	Steven		3/6/04 18:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Conservative	conservateur	Finley	Diane		31/05/2004 20:00:00
35028	Haldimand--Norfolk	Haldimand--Norfolk	Green Party	Parti Vert	Jones	Colin		1/6/04 20:30
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Liberal	Libéral	O'Reilly	John		3/6/04 16:20
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Green Party	Parti Vert	Holland	Tim		4/6/04 17:41
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Conservative	conservateur	Devolin	Barry		29/05/2004 01:33:00
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Christian Heritage Party	Parti de l'Héritage Chrétien	Vogel	Peter		3/6/04 19:43
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	Independent	Indépendant	Olito	Charles		5/6/04 17:22
35029	Haliburton--Kawartha Lakes--Brock	Haliburton--Kawartha Lakes--Brock	N.D.P.	N.P.D.	McElroy	Gil	J.	2/6/04 9:52
35030	Halton	Halton	Liberal	Libéral	Carr	Gary		2/6/04 14:40
35030	Halton	Halton	Conservative	conservateur	Martin	Dean		30/05/2004 12:30:00
35030	Halton	Halton	Green Party	Parti Vert	Marchetti	Frank		2/6/04 17:10
35030	Halton	Halton	N.D.P.	N.P.D.	Naqvi	Anwar		2/6/04 18:40
35031	Hamilton Centre	Hamilton-Centre	Liberal	Libéral	Keyes	Stan		29/05/2004 09:28:00
35031	Hamilton Centre	Hamilton-Centre	Marxist-Leninist	Marxiste-Léniniste	Ghaddar	Jamilé		5/6/04 15:15
35031	Hamilton Centre	Hamilton-Centre	Conservative	conservateur	O'Connor	Leon Patrick		30/05/2004 11:23:00
35031	Hamilton Centre	Hamilton-Centre	Christian Heritage Party	Parti de l'Héritage Chrétien	Downey	Stephen		30/05/2004 11:16:00
35031	Hamilton Centre	Hamilton-Centre	Independent	Indépendant	Baldasaro	Michael	James	4/6/04 11:10
35031	Hamilton Centre	Hamilton-Centre	N.D.P.	N.P.D.	Christopherson	David		1/6/04 20:28
35031	Hamilton Centre	Hamilton-Centre	Green Party	Parti Vert	Pavlov	Anne Marie		4/6/04 19:06
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Liberal	Libéral	Valeri	Tony		29/05/2004 15:00:00
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Independent	Indépendant	Cino	Sam		2/6/04 18:45
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Conservative	conservateur	Eisenberger	Fred		29/05/2004 10:00:00
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Communist	Communiste	Mann	Bob		7/6/04 9:10
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	N.D.P.	N.P.D.	DePaulo	Tony		3/6/04 12:00
35032	Hamilton East--Stoney Creek	Hamilton-Est--Stoney Creek	Green Party	Parti Vert	Safka	Richard		4/6/04 9:30
35033	Hamilton Mountain	Hamilton Mountain	Liberal	Libéral	Phinney	Beth		2/6/04 15:45
35033	Hamilton Mountain	Hamilton Mountain	Marxist-Leninist	Marxiste-Léniniste	Lane	Paul		4/6/04 15:44
35033	Hamilton Mountain	Hamilton Mountain	N.D.P.	N.P.D.	Charlton	Chris		1/6/04 14:00
35033	Hamilton Mountain	Hamilton Mountain	Conservative	conservateur	Jackson	Tom		28/05/2004 16:30:00
35033	Hamilton Mountain	Hamilton Mountain	Green Party	Parti Vert	Pavlov	Jo		5/6/04 18:00
35034	Huron--Bruce	Huron--Bruce	Liberal	Libéral	Steckle	Paul		28/05/2004 15:00:00
35034	Huron--Bruce	Huron--Bruce	Conservative	conservateur	Fisher	Barb		24/05/2004 17:30:00
35034	Huron--Bruce	Huron--Bruce	Christian Heritage Party	Parti de l'Héritage Chrétien	Joslin	Dave		2/6/04 16:15
35034	Huron--Bruce	Huron--Bruce	Marijuana Party	Parti Marijuana	Smith	Glen		7/6/04 12:10
35034	Huron--Bruce	Huron--Bruce	Green Party	Parti Vert	Vasey	Dave		4/6/04 16:35
35034	Huron--Bruce	Huron--Bruce	N.D.P.	N.P.D.	Robertson	Grant		2/6/04 16:00
35035	Kenora	Kenora	Liberal	Libéral	Valley	Roger		4/6/04 15:00
35035	Kenora	Kenora	Green Party	Parti Vert	Chaboyer	Carl		3/6/04 11:15
35035	Kenora	Kenora	N.D.P.	N.P.D.	Barclay	Susan		31/05/2004 15:40:00
35035	Kenora	Kenora	Conservative	conservateur	Brown	Bill		1/6/04 20:45
35036	Kingston and the Islands	Kingston et les Îles	Liberal	Libéral	Milliken	Peter		1/6/04 15:15
35036	Kingston and the Islands	Kingston et les Îles	Independent	Indépendant	Elston	Rosie The Clown		7/6/04 10:10
35036	Kingston and the Islands	Kingston et les Îles	Independent	Indépendant	Walker	Karl	Eric	7/6/04 13:55
35036	Kingston and the Islands	Kingston et les Îles	Conservative	conservateur	MacLean	Blair		1/6/04 15:50
35036	Kingston and the Islands	Kingston et les Îles	Christian Heritage Party	Parti de l'Héritage Chrétien	Marshall	Terry		2/6/04 14:00
35036	Kingston and the Islands	Kingston et les Îles	Canadian Action	Action canadienne	Rogers	Don		3/6/04 14:00
35036	Kingston and the Islands	Kingston et les Îles	Green Party	Parti Vert	Fisher Balfour	Janina		31/05/2004 10:00:00
35036	Kingston and the Islands	Kingston et les Îles	N.D.P.	N.P.D.	Hutchison	Rob		2/6/04 12:35
35037	Kitchener Centre	Kitchener-Centre	Liberal	Libéral	Redman	Karen		31/05/2004 12:30:00
35037	Kitchener Centre	Kitchener-Centre	Independent	Indépendant	Corbiere	Mark		7/6/04 13:45
35037	Kitchener Centre	Kitchener-Centre	Green Party	Parti Vert	Vesely	Karol		1/6/04 10:00
35037	Kitchener Centre	Kitchener-Centre	Conservative	conservateur	Ichim	Thomas		2/6/04 9:30
35037	Kitchener Centre	Kitchener-Centre	N.D.P.	N.P.D.	Walsh-Bowers	Richard		1/6/04 17:00
35038	Kitchener--Conestoga	Kitchener--Conestoga	Liberal	Libéral	Myers	Lynn		29/05/2004 11:00:00
35038	Kitchener--Conestoga	Kitchener--Conestoga	Conservative	conservateur	Luellau	Frank		28/05/2004 16:00:00
35038	Kitchener--Conestoga	Kitchener--Conestoga	Green Party	Parti Vert	Stapleton	Kris		1/6/04 19:15
35038	Kitchener--Conestoga	Kitchener--Conestoga	N.D.P.	N.P.D.	Carter	Len		3/6/04 14:52
35039	Kitchener--Waterloo	Kitchener--Waterloo	Liberal	Libéral	Telegdi	Andrew		30/05/2004 12:00:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Green Party	Parti Vert	Richards	Pauline		5/6/04 16:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Conservative	conservateur	Strauss	Steve		5/6/04 14:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Christian Heritage Party	Parti de l'Héritage Chrétien	Ellis	Frank		8/6/04 9:00
35039	Kitchener--Waterloo	Kitchener--Waterloo	Independent	Indépendant	Mihalcea	Ciprian		7/6/04 22:30
35039	Kitchener--Waterloo	Kitchener--Waterloo	N.D.P.	N.P.D.	Laryea	Edwin		5/6/04 12:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Liberal	Libéral	McCormick	Larry		26/05/2004 17:10:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	N.D.P.	N.P.D.	Sutherland	Ross		3/6/04 9:10
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Green Party	Parti Vert	Baranyi	John		27/05/2004 08:20:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Conservative	conservateur	Reid	Scott	Jeffrey	26/05/2004 19:00:00
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Marijuana Party	Parti Marijuana	Kolaczynski	George Walter		7/6/04 15:30
35040	Lanark--Frontenac--Lennox and Addington	Lanark--Frontenac--Lennox and Addington	Independent	Indépendant	Vankoughnet	Bill		26/05/2004 08:00:00
35041	Leeds--Grenville	Leeds--Grenville	Liberal	Libéral	Jordan	Joe		1/6/04 14:30
35041	Leeds--Grenville	Leeds--Grenville	N.D.P.	N.P.D.	Armstrong	Steve		28/05/2004 08:30:00
35041	Leeds--Grenville	Leeds--Grenville	Conservative	conservateur	Brown	Gord		27/05/2004 15:08:00
35041	Leeds--Grenville	Leeds--Grenville	Green Party	Parti Vert	Bradshaw	Chris		7/6/04 16:00
35042	London--Fanshawe	London--Fanshawe	Liberal	Libéral	O'Brien	Pat		29/05/2004 10:00:00
35042	London--Fanshawe	London--Fanshawe	PC Party	Parti PC	Bellaire	Derrall		6/6/04 14:30
35042	London--Fanshawe	London--Fanshawe	Conservative	conservateur	Mazzilli	John		3/6/04 16:00
35042	London--Fanshawe	London--Fanshawe	N.D.P.	N.P.D.	Mathyssen	Irene		29/05/2004 15:00:00
35042	London--Fanshawe	London--Fanshawe	Marxist-Leninist	Marxiste-Léniniste	Switzer	Cameron		6/6/04 14:45
35042	London--Fanshawe	London--Fanshawe	Green Party	Parti Vert	Moore	Ed		2/6/04 15:15
35043	London North Centre	London-Centre-Nord	Liberal	Libéral	Fontana	Joe		4/6/04 19:45
35043	London North Centre	London-Centre-Nord	Marxist-Leninist	Marxiste-Léniniste	Granados-Ocon	Gustavo		4/6/04 14:05
35043	London North Centre	London-Centre-Nord	Green Party	Parti Vert	Morgan	Bronagh	Joyce	4/6/04 18:00
35043	London North Centre	London-Centre-Nord	PC Party	Parti PC	Morley	Rod		7/6/04 18:00
35043	London North Centre	London-Centre-Nord	Conservative	conservateur	Gatten	Tim		2/6/04 11:00
35043	London North Centre	London-Centre-Nord	N.D.P.	N.P.D.	Swan	Joe		31/05/2004 16:31:00
35044	London West	London-Ouest	Liberal	Libéral	Barnes	Sue		31/05/2004 20:45:00
35044	London West	London-Ouest	PC Party	Parti PC	Hunter	Steve		2/6/04 16:00
35044	London West	London-Ouest	Conservative	conservateur	Menear	Mike		31/05/2004 13:00:00
35044	London West	London-Ouest	Marxist-Leninist	Marxiste-Léniniste	Villamizar	Margaret		4/6/04 17:30
35044	London West	London-Ouest	Green Party	Parti Vert	Bromwich	Rebecca		7/6/04 11:40
35044	London West	London-Ouest	N.D.P.	N.P.D.	Barber 	Gina		1/6/04 18:00
35045	Markham--Unionville	Markham--Unionville	Liberal	Libéral	McCallum	John		2/6/04 20:00
35045	Markham--Unionville	Markham--Unionville	Green Party	Parti Vert	Wong	Ed		4/6/04 15:06
35045	Markham--Unionville	Markham--Unionville	N.D.P.	N.P.D.	Hagan	Janice		2/6/04 20:43
35045	Markham--Unionville	Markham--Unionville	Conservative	conservateur	Li	Joe		26/05/2004 15:15:00
35046	Middlesex--Kent--Lambton	Middlesex--Kent--Lambton	Liberal	Libéral	Ur	Rose-Marie		2/6/04 11:40
35046	Middlesex--Kent--Lambton	Middlesex--Kent--Lambton	N.D.P.	N.P.D.	Blake	Kevin		31/05/2004 16:15:00
35046	Middlesex--Kent--Lambton	Middlesex--Kent--Lambton	Christian Heritage Party	Parti de l'Héritage Chrétien	James	Allan		2/6/04 16:32
35046	Middlesex--Kent--Lambton	Middlesex--Kent--Lambton	Conservative	conservateur	Shipley	Bev		31/05/2004 16:10:00
35046	Middlesex--Kent--Lambton	Middlesex--Kent--Lambton	Green Party	Parti Vert	McKeown	Allan		5/6/04 17:29
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Liberal	Libéral	Bains	Navdeep		2/6/04 12:45
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	N.D.P.	N.P.D.	Taylor	Larry		3/6/04 12:08
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Conservative	conservateur	Sandhu	Parvinder		2/6/04 17:20
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Marxist-Leninist	Marxiste-Léniniste	Gershuny	David		3/6/04 16:40
35047	Mississauga--Brampton South	Mississauga--Brampton-Sud	Green Party	Parti Vert	Simas	Paul		6/6/04 15:15
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Liberal	Libéral	Guarnieri	Albina		31/05/2004 15:30:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Independent	Indépendant	Seitz	Andrew		8/6/04 7:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Conservative	conservateur	DeFaria	Riina		31/05/2004 11:15:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Christian Heritage Party	Parti de l'Héritage Chrétien	Wong	Sally		5/6/04 14:10
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Green Party	Parti Vert	Hinchliffe	Jason	Robert	4/6/04 15:30
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	Marxist-Leninist	Marxiste-Léniniste	Chénier	Pierre		3/6/04 13:00
35048	Mississauga East--Cooksville	Mississauga-Est--Cooksville	N.D.P.	N.P.D.	Gill	Jim		5/6/04 11:30
35049	Mississauga--Erindale	Mississauga--Erindale	Liberal	Libéral	Parrish	Carolyn		28/05/2004 13:30:00
35049	Mississauga--Erindale	Mississauga--Erindale	Conservative	conservateur	Dechert	Bob		29/05/2004 15:00:00
35049	Mississauga--Erindale	Mississauga--Erindale	Marxist-Leninist	Marxiste-Léniniste	Greig	David		30/05/2004 17:15:00
35049	Mississauga--Erindale	Mississauga--Erindale	Green Party	Parti Vert	Brownridge	Jeff		3/6/04 18:15
35049	Mississauga--Erindale	Mississauga--Erindale	N.D.P.	N.P.D.	Black	Simon		3/6/04 16:00
35050	Mississauga South	Mississauga-Sud	Liberal	Libéral	Szabo	Paul John Mark		4/6/04 13:10
35050	Mississauga South	Mississauga-Sud	Marxist-Leninist	Marxiste-Léniniste	Sullivan	Dagmar		2/6/04 16:35
35050	Mississauga South	Mississauga-Sud	Green Party	Parti Vert	Jain	Neeraj		2/6/04 20:00
35050	Mississauga South	Mississauga-Sud	Conservative	conservateur	Green	Phil		1/6/04 10:31
35050	Mississauga South	Mississauga-Sud	N.D.P.	N.P.D.	Culkin	Michael	James	2/6/04 17:45
35051	Mississauga--Streetsville	Mississauga--Streetsville	Liberal	Libéral	Khan	Wajid		29/05/2004 11:35:00
35051	Mississauga--Streetsville	Mississauga--Streetsville	PC Party	Parti PC	Creighton	Peter	Gibson	1/6/04 17:06
35051	Mississauga--Streetsville	Mississauga--Streetsville	Conservative	conservateur	Tangri	Nina		4/6/04 19:15
35051	Mississauga--Streetsville	Mississauga--Streetsville	Green Party	Parti Vert	Casanova	Otto		2/6/04 12:30
35051	Mississauga--Streetsville	Mississauga--Streetsville	N.D.P.	N.P.D.	Rai	Manjinder		4/6/04 12:10
35052	Nepean--Carleton	Nepean--Carleton	Liberal	Libéral	Pratt	David		27/05/2004 19:03:00
35052	Nepean--Carleton	Nepean--Carleton	Conservative	conservateur	Poilievre	Pierre		29/05/2004 09:13:00
35052	Nepean--Carleton	Nepean--Carleton	Marijuana Party	Parti Marijuana	Powers	Brad		7/6/04 18:55
35052	Nepean--Carleton	Nepean--Carleton	N.D.P.	N.P.D.	Brown	Phil		27/05/2004 19:17:00
35052	Nepean--Carleton	Nepean--Carleton	Green Party	Parti Vert	Walker	Chris		5/6/04 17:55
35053	Newmarket--Aurora	Newmarket--Aurora	Liberal	Libéral	Hall Findlay	Martha		29/05/2004 17:00:00
35053	Newmarket--Aurora	Newmarket--Aurora	PC Party	Parti PC	Baxter	Dorian		13/05/2004 16:50:00
35053	Newmarket--Aurora	Newmarket--Aurora	Green Party	Parti Vert	Wyatt	Daryl		3/6/04 9:15
35053	Newmarket--Aurora	Newmarket--Aurora	Conservative	conservateur	Stronach	Belinda		31/05/2004 07:45:00
35053	Newmarket--Aurora	Newmarket--Aurora	N.D.P.	N.P.D.	Chudak	Ed		1/5/04 21:00
35054	Niagara Falls	Niagara Falls	Liberal	Libéral	Pietrangelo	Victor		5/6/04 18:00
35054	Niagara Falls	Niagara Falls	Conservative	conservateur	Nicholson	Rob		27/05/2004 20:45:00
35054	Niagara Falls	Niagara Falls	Green Party	Parti Vert	Mousseau	Ted		6/6/04 18:30
35054	Niagara Falls	Niagara Falls	N.D.P.	N.P.D.	Gates	Wayne		2/6/04 21:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Liberal	Libéral	Zimmerman	Debbie		31/05/2004 16:05:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	N.D.P.	N.P.D.	Heatley	Dave		31/05/2004 20:45:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Conservative	conservateur	Allison	Dean		4/6/04 12:35
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Christian Heritage Party	Parti de l'Héritage Chrétien	Bylsma	David		31/05/2004 20:05:00
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Canadian Action	Action canadienne	Rose	Phil		7/6/04 19:35
35055	Niagara West--Glanbrook	Niagara-Ouest--Glanbrook	Green Party	Parti Vert	Ferguson	Tom		5/6/04 14:20
35056	Nickel Belt	Nickel Belt	Liberal	Libéral	Bonin	Raymond		31/05/2004 12:00:00
35056	Nickel Belt	Nickel Belt	Green Party	Parti Vert	Lafleur	Steve		4/6/04 16:30
35056	Nickel Belt	Nickel Belt	N.D.P.	N.P.D.	Gravelle	Claude		31/05/2004 12:45:00
35056	Nickel Belt	Nickel Belt	Independent	Indépendant	Lavallee	Don		31/05/2004 20:00:00
35056	Nickel Belt	Nickel Belt	Conservative	conservateur	Dupont	Mike		29/05/2004 20:45:00
35056	Nickel Belt	Nickel Belt	Marijuana Party	Parti Marijuana	Ethier	Michel	D.	4/6/04 13:30
35056	Nickel Belt	Nickel Belt	Marxist-Leninist	Marxiste-Léniniste	Rutchinski	Steve		2/6/04 15:45
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Liberal	Libéral	Rota	Anthony		2/6/04 12:50
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Conservative	conservateur	McDonald	Al		4/6/04 12:26
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Green Party	Parti Vert	Wilcox	Les		5/6/04 9:50
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	Canadian Action	Action canadienne	MacLean	Ross		8/6/04 11:10
35057	Nipissing--Timiskaming	Nipissing--Timiskaming	N.D.P.	N.P.D.	Fluri	Dave		3/6/04 16:15
35058	Northumberland--Quinte West	Northumberland--Quinte West	Liberal	Libéral	Macklin	Paul		28/05/2004 18:00:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Conservative	conservateur	Galt	Doug		29/05/2004 14:00:00
35058	Northumberland--Quinte West	Northumberland--Quinte West	Green Party	Parti Vert	Haylestrom	Steven		7/6/04 13:15
35058	Northumberland--Quinte West	Northumberland--Quinte West	N.D.P.	N.P.D.	Christianson	Russ		3/6/04 16:30
35059	Oak Ridges--Markham	Oak Ridges--Markham	Liberal	Libéral	Temelkovski	Lui		28/05/2004 20:35:00
35059	Oak Ridges--Markham	Oak Ridges--Markham	N.D.P.	N.P.D.	Courtot	Pamela		3/6/04 12:45
35059	Oak Ridges--Markham	Oak Ridges--Markham	Green Party	Parti Vert	Manning	Bernadette		3/6/04 13:55
35059	Oak Ridges--Markham	Oak Ridges--Markham	Conservative	conservateur	Callow	Bob		1/6/04 16:15
35059	Oak Ridges--Markham	Oak Ridges--Markham	PC Party	Parti PC	Conrad	Jim		7/6/04 13:34
35059	Oak Ridges--Markham	Oak Ridges--Markham	Christian Heritage Party	Parti de l'Héritage Chrétien	Whittle	Maurice	G	1/6/04 14:03
35060	Oakville	Oakville	Liberal	Libéral	Brown	M.A. Bonnie		31/05/2004 14:00:00
35060	Oakville	Oakville	N.D.P.	N.P.D.	Myrden	Alison		2/6/04 18:30
35060	Oakville	Oakville	Conservative	conservateur	Byers	Rick		1/6/04 13:15
35060	Oakville	Oakville	Canadian Action	Action canadienne	Shahbaz	Zeshan		5/6/04 16:30
35060	Oakville	Oakville	Green Party	Parti Vert	Orton	Tania		2/6/04 16:15
35061	Oshawa	Oshawa	Liberal	Libéral	Parkes	Louise	V.	31/05/2004 13:42:00
35061	Oshawa	Oshawa	Conservative	conservateur	Carrie	Colin		31/05/2004 09:30:00
35061	Oshawa	Oshawa	Marxist-Leninist	Marxiste-Léniniste	Sullivan	Tim		31/05/2004 18:10:00
35061	Oshawa	Oshawa	Green Party	Parti Vert	Whalley	Liisa		7/6/04 12:30
35061	Oshawa	Oshawa	N.D.P.	N.P.D.	Ryan	Sid		31/05/2004 20:00:00
35062	Ottawa Centre	Ottawa-Centre	Liberal	Libéral	Mahoney	Richard		1/6/04 11:15
35062	Ottawa Centre	Ottawa-Centre	Green Party	Parti Vert	Chernushenko	David		31/05/2004 19:30:00
35062	Ottawa Centre	Ottawa-Centre	Marxist-Leninist	Marxiste-Léniniste	Lang	Louis		7/6/04 10:00
35062	Ottawa Centre	Ottawa-Centre	N.D.P.	N.P.D.	Broadbent	Ed		29/05/2004 17:30:00
35062	Ottawa Centre	Ottawa-Centre	Communist	Communiste	Ryan	Stuart		2/6/04 11:30
35062	Ottawa Centre	Ottawa-Centre	Conservative	conservateur	Murphy	Mike		27/05/2004 11:30:00
35062	Ottawa Centre	Ottawa-Centre	Marijuana Party	Parti Marijuana	Foster	Michael		3/6/04 9:30
35062	Ottawa Centre	Ottawa-Centre	Independent	Indépendant	Gauthier	Robert G.		3/6/04 10:30
35062	Ottawa Centre	Ottawa-Centre	Canadian Action	Action canadienne	Dancey	Carla Marie		7/6/04 10:30
35063	Ottawa--Orléans	Ottawa--Orléans	Liberal	Libéral	Godbout	Marc		29/05/2004 10:50:00
35063	Ottawa--Orléans	Ottawa--Orléans	Green Party	Parti Vert	Biocchi	Dan		3/6/04 20:15
35063	Ottawa--Orléans	Ottawa--Orléans	N.D.P.	N.P.D.	Leblanc	Crystal		3/6/04 14:30
35063	Ottawa--Orléans	Ottawa--Orléans	Conservative	conservateur	Robinson	Walter		29/05/2004 10:45:00
35064	Ottawa South	Ottawa-Sud	Liberal	Libéral	McGuinty	David		29/05/2004 10:00:00
35064	Ottawa South	Ottawa-Sud	Marxist-Leninist	Marxiste-Léniniste	Bains	Saroj		5/6/04 17:55
35064	Ottawa South	Ottawa-Sud	Green Party	Parti Vert	Ford	John		29/05/2004 10:30:00
35064	Ottawa South	Ottawa-Sud	Conservative	conservateur	Riddell	Alan		1/6/04 16:00
35064	Ottawa South	Ottawa-Sud	PC Party	Parti PC	Thomson	Brad		31/05/2004 11:30:00
35064	Ottawa South	Ottawa-Sud	Marijuana Party	Parti Marijuana	Akpata	John		4/6/04 16:30
35064	Ottawa South	Ottawa-Sud	Independent	Indépendant	Aubin	Raymond		7/6/04 9:45
35064	Ottawa South	Ottawa-Sud	N.D.P.	N.P.D.	Mazigh	Monia		29/05/2004 12:00:00
35065	Ottawa--Vanier	Ottawa--Vanier	Liberal	Libéral	Bélanger	Mauril		28/05/2004 13:45:00
35065	Ottawa--Vanier	Ottawa--Vanier	Conservative	conservateur	Friday	Kevin		28/05/2004 09:00:00
35065	Ottawa--Vanier	Ottawa--Vanier	Marijuana Party	Parti Marijuana	Taylor	Carol		2/6/04 9:15
35065	Ottawa--Vanier	Ottawa--Vanier	Marxist-Leninist	Marxiste-Léniniste	Roy	Françoise		5/6/04 12:30
35065	Ottawa--Vanier	Ottawa--Vanier	Green Party	Parti Vert	Thierrin	Raphaël		5/6/04 17:15
35065	Ottawa--Vanier	Ottawa--Vanier	N.D.P.	N.P.D.	Dagenais	Ric		2/6/04 13:35
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Liberal	Libéral	Catterall	Marlene		29/05/2004 12:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Marxist-Leninist	Marxiste-Léniniste	Legeais	Alexandre		6/6/04 14:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Green Party	Parti Vert	Adair	Neil		6/6/04 16:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	N.D.P.	N.P.D.	Rivier	Marlene		29/05/2004 16:45:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Canadian Action	Action canadienne	Haliburton	Mary-Sue		3/6/04 15:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Conservative	conservateur	Casey	Sean		29/05/2004 15:00:00
35066	Ottawa West--Nepean	Ottawa-Ouest--Nepean	Marijuana Party	Parti Marijuana	Barth	Russell		4/6/04 15:30
35067	Oxford	Oxford	Liberal	Libéral	Coulter	Murray		1/6/04 12:20
35067	Oxford	Oxford	Green Party	Parti Vert	Tietz	Irene		2/6/04 10:00
35067	Oxford	Oxford	Canadian Action	Action canadienne	Kreider	Alex		8/6/04 15:30
35067	Oxford	Oxford	N.D.P.	N.P.D.	Kunschner	Zoé Dorcas		3/6/04 20:00
35067	Oxford	Oxford	Marijuana Party	Parti Marijuana	Bender	James		7/6/04 12:00
35067	Oxford	Oxford	Conservative	conservateur	Mackenzie	Dave		28/05/2004 13:00:00
35067	Oxford	Oxford	Libertarian	Libertarien	Sargent	Kaye		31/05/2004 17:00:00
35067	Oxford	Oxford	Christian Heritage Party	Parti de l'Héritage Chrétien	Bartley	Leslie		30/05/2004 19:30:00
35068	Parkdale--High Park	Parkdale--High Park	Liberal	Libéral	Bulte	Sarmite (Sam)		29/05/2004 15:00:00
35068	Parkdale--High Park	Parkdale--High Park	Marxist-Leninist	Marxiste-Léniniste	Gershuny	Lorne		4/6/04 20:12
35068	Parkdale--High Park	Parkdale--High Park	Green Party	Parti Vert	Spiegel	Neil		29/05/2004 16:45:00
35068	Parkdale--High Park	Parkdale--High Park	Conservative	conservateur	Klufas	Jurij		29/05/2004 14:30:00
35068	Parkdale--High Park	Parkdale--High Park	Marijuana Party	Parti Marijuana	Parker	Terry		4/6/04 20:15
